"game_date","fielding_team","G","ingame_leadoff_walks","runs_scored_after_walk","tot_walks","run_scored_num","run_scored_tot","run_scored_pct"
"2025-05-11","Tampa Bay Rays",40,1,1,28,1,10,35.7
"2025-05-13","Tampa Bay Rays",41,1,1,29,1,11,37.9
"2025-05-14","Tampa Bay Rays",42,1,3,30,1,12,40
"2025-05-15","Tampa Bay Rays",43,0,0,30,0,12,40
"2025-05-16","Tampa Bay Rays",44,2,8,32,1,13,40.6
"2025-05-17","Tampa Bay Rays",45,0,0,32,0,13,40.6
"2025-05-18","Tampa Bay Rays",46,2,2,34,1,14,41.2
"2025-03-27","Texas Rangers",1,0,0,0,0,0,NA
"2025-03-29","Texas Rangers",2,2,1,2,1,1,50
"2025-03-29","Texas Rangers",3,0,0,2,0,1,50
"2025-03-30","Texas Rangers",4,0,0,2,0,1,50
"2025-03-31","Texas Rangers",5,1,0,3,0,1,33.3
"2025-04-01","Texas Rangers",6,0,0,3,0,1,33.3
"2025-04-02","Texas Rangers",7,0,0,3,0,1,33.3
"2025-04-05","Texas Rangers",8,0,0,3,0,1,33.3
"2025-04-05","Texas Rangers",9,0,0,3,0,1,33.3
"2025-04-06","Texas Rangers",10,1,2,4,1,2,50
"2025-04-07","Texas Rangers",11,1,0,5,0,2,40
"2025-04-08","Texas Rangers",12,1,0,6,0,2,33.3
"2025-04-09","Texas Rangers",13,0,0,6,0,2,33.3
"2025-04-12","Texas Rangers",14,0,0,6,0,2,33.3
"2025-04-13","Texas Rangers",15,0,0,6,0,2,33.3
"2025-04-13","Texas Rangers",16,1,4,7,1,3,42.9
"2025-04-16","Texas Rangers",17,1,0,8,0,3,37.5
"2025-04-17","Texas Rangers",18,0,0,8,0,3,37.5
"2025-04-18","Texas Rangers",19,0,0,8,0,3,37.5
"2025-04-19","Texas Rangers",20,1,0,9,0,3,33.3
"2025-04-19","Texas Rangers",21,0,0,9,0,3,33.3
"2025-04-20","Texas Rangers",22,0,0,9,0,3,33.3
"2025-04-23","Texas Rangers",23,2,1,11,1,4,36.4
"2025-04-24","Texas Rangers",24,1,0,12,0,4,33.3
"2025-04-25","Texas Rangers",25,0,0,12,0,4,33.3
"2025-04-26","Texas Rangers",26,0,0,12,0,4,33.3
"2025-04-26","Texas Rangers",27,0,0,12,0,4,33.3
"2025-04-27","Texas Rangers",28,1,0,13,0,4,30.8
"2025-04-29","Texas Rangers",29,0,0,13,0,4,30.8
"2025-04-30","Texas Rangers",30,1,2,14,1,5,35.7
"2025-05-01","Texas Rangers",31,1,1,15,1,6,40
"2025-05-01","Texas Rangers",32,0,0,15,0,6,40
"2025-05-03","Texas Rangers",33,0,0,15,0,6,40
"2025-05-03","Texas Rangers",34,1,2,16,1,7,43.8
"2025-05-04","Texas Rangers",35,0,0,16,0,7,43.8
"2025-05-06","Texas Rangers",36,1,0,17,0,7,41.2
"2025-05-07","Texas Rangers",37,0,0,17,0,7,41.2
"2025-05-08","Texas Rangers",38,0,0,17,0,7,41.2
"2025-05-09","Texas Rangers",39,1,1,18,1,8,44.4
"2025-05-10","Texas Rangers",40,2,0,20,0,8,40
"2025-05-11","Texas Rangers",41,0,0,20,0,8,40
"2025-05-13","Texas Rangers",42,0,0,20,0,8,40
"2025-05-14","Texas Rangers",43,0,0,20,0,8,40
"2025-05-15","Texas Rangers",44,0,0,20,0,8,40
"2025-05-16","Texas Rangers",45,0,0,20,0,8,40
"2025-05-17","Texas Rangers",46,1,0,21,0,8,38.1
"2025-05-17","Texas Rangers",47,0,0,21,0,8,38.1
"2025-05-18","Texas Rangers",48,1,0,22,0,8,36.4
"2025-03-27","Toronto Blue Jays",1,3,7,3,1,1,33.3
"2025-03-28","Toronto Blue Jays",2,2,1,5,1,2,40
"2025-03-29","Toronto Blue Jays",3,0,0,5,0,2,40
"2025-03-30","Toronto Blue Jays",4,0,0,5,0,2,40
"2025-03-31","Toronto Blue Jays",5,0,0,5,0,2,40
"2025-04-01","Toronto Blue Jays",6,0,0,5,0,2,40
"2025-04-02","Toronto Blue Jays",7,2,0,7,0,2,28.6
"2025-04-04","Toronto Blue Jays",8,1,0,8,0,2,25
"2025-04-05","Toronto Blue Jays",9,1,2,9,1,3,33.3
"2025-04-06","Toronto Blue Jays",10,1,2,10,1,4,40
"2025-04-07","Toronto Blue Jays",11,2,1,12,1,5,41.7
"2025-04-08","Toronto Blue Jays",12,0,0,12,0,5,41.7
"2025-04-09","Toronto Blue Jays",13,0,0,12,0,5,41.7
"2025-04-10","Toronto Blue Jays",14,1,0,13,0,5,38.5
"2025-04-12","Toronto Blue Jays",15,0,0,13,0,5,38.5
"2025-04-13","Toronto Blue Jays",16,0,0,13,0,5,38.5
"2025-04-14","Toronto Blue Jays",17,1,0,14,0,5,35.7
"2025-04-15","Toronto Blue Jays",18,1,0,15,0,5,33.3
"2025-04-16","Toronto Blue Jays",19,1,0,16,0,5,31.2
"2025-04-18","Toronto Blue Jays",20,2,0,18,0,5,27.8
"2025-04-19","Toronto Blue Jays",21,2,0,20,0,5,25
"2025-04-20","Toronto Blue Jays",22,1,3,21,1,6,28.6
"2025-04-22","Toronto Blue Jays",23,2,2,23,1,7,30.4
"2025-04-23","Toronto Blue Jays",24,1,0,24,0,7,29.2
"2025-04-23","Toronto Blue Jays",25,0,0,24,0,7,29.2
"2025-04-25","Toronto Blue Jays",26,0,0,24,0,7,29.2
"2025-04-27","Toronto Blue Jays",27,1,1,25,1,8,32
"2025-04-27","Toronto Blue Jays",28,0,0,25,0,8,32
"2025-04-29","Toronto Blue Jays",29,0,0,25,0,8,32
"2025-04-30","Toronto Blue Jays",30,1,2,26,1,9,34.6
"2025-05-01","Toronto Blue Jays",31,0,0,26,0,9,34.6
"2025-05-02","Toronto Blue Jays",32,0,0,26,0,9,34.6
"2025-05-03","Toronto Blue Jays",33,0,0,26,0,9,34.6
"2025-05-04","Toronto Blue Jays",34,1,0,27,0,9,33.3
"2025-05-07","Toronto Blue Jays",35,1,6,28,1,10,35.7
"2025-05-08","Toronto Blue Jays",36,4,3,32,1,11,34.4
"2025-05-09","Toronto Blue Jays",37,0,0,32,0,11,34.4
"2025-05-10","Toronto Blue Jays",38,0,0,32,0,11,34.4
"2025-05-11","Toronto Blue Jays",39,0,0,32,0,11,34.4
"2025-05-11","Toronto Blue Jays",40,0,0,32,0,11,34.4
"2025-05-13","Toronto Blue Jays",41,0,0,32,0,11,34.4
"2025-05-14","Toronto Blue Jays",42,1,1,33,1,12,36.4
"2025-05-15","Toronto Blue Jays",43,0,0,33,0,12,36.4
"2025-05-16","Toronto Blue Jays",44,0,0,33,0,12,36.4
"2025-05-17","Toronto Blue Jays",45,1,0,34,0,12,35.3
"2025-05-18","Toronto Blue Jays",46,0,0,34,0,12,35.3
"2025-03-27","Washington Nationals",1,0,0,0,0,0,NA
"2025-03-29","Washington Nationals",2,0,0,0,0,0,NA
"2025-03-30","Washington Nationals",3,0,0,0,0,0,NA
"2025-03-31","Washington Nationals",4,1,2,1,1,1,100
"2025-04-01","Washington Nationals",5,2,0,3,0,1,33.3
"2025-04-02","Washington Nationals",6,1,0,4,0,1,25
"2025-04-04","Washington Nationals",7,0,0,4,0,1,25
"2025-04-05","Washington Nationals",8,3,2,7,1,2,28.6
"2025-04-06","Washington Nationals",9,0,0,7,0,2,28.6
"2025-04-07","Washington Nationals",10,1,2,8,1,3,37.5
"2025-04-08","Washington Nationals",11,1,0,9,0,3,33.3
"2025-04-09","Washington Nationals",12,0,0,9,0,3,33.3
"2025-04-11","Washington Nationals",13,1,0,10,0,3,30
"2025-04-12","Washington Nationals",14,0,0,10,0,3,30
"2025-04-13","Washington Nationals",15,2,5,12,1,4,33.3
"2025-04-14","Washington Nationals",16,2,3,14,1,5,35.7
"2025-04-15","Washington Nationals",17,0,0,14,0,5,35.7
"2025-04-16","Washington Nationals",18,0,0,14,0,5,35.7
"2025-04-17","Washington Nationals",19,1,0,15,0,5,33.3
"2025-04-19","Washington Nationals",20,1,1,16,1,6,37.5
"2025-04-20","Washington Nationals",21,0,0,16,0,6,37.5
"2025-04-21","Washington Nationals",22,0,0,16,0,6,37.5
"2025-04-22","Washington Nationals",23,2,0,18,0,6,33.3
"2025-04-23","Washington Nationals",24,0,0,18,0,6,33.3
"2025-04-24","Washington Nationals",25,1,0,19,0,6,31.6
"2025-04-25","Washington Nationals",26,0,0,19,0,6,31.6
"2025-04-26","Washington Nationals",27,1,0,20,0,6,30
"2025-04-27","Washington Nationals",28,0,0,20,0,6,30
"2025-04-28","Washington Nationals",29,0,0,20,0,6,30
"2025-04-29","Washington Nationals",30,0,0,20,0,6,30
"2025-04-30","Washington Nationals",31,0,0,20,0,6,30
"2025-05-01","Washington Nationals",32,0,0,20,0,6,30
"2025-05-02","Washington Nationals",33,1,1,21,1,7,33.3
"2025-05-03","Washington Nationals",34,1,1,22,1,8,36.4
"2025-05-04","Washington Nationals",35,1,0,23,0,8,34.8
"2025-05-06","Washington Nationals",36,1,6,24,1,9,37.5
"2025-05-06","Washington Nationals",37,2,5,26,1,10,38.5
"2025-05-07","Washington Nationals",38,0,0,26,0,10,38.5
"2025-05-09","Washington Nationals",39,2,3,28,1,11,39.3
"2025-05-10","Washington Nationals",40,1,0,29,0,11,37.9
"2025-05-11","Washington Nationals",41,1,2,30,1,12,40
"2025-05-12","Washington Nationals",42,0,0,30,0,12,40
"2025-05-13","Washington Nationals",43,1,1,31,1,13,41.9
"2025-05-14","Washington Nationals",44,1,2,32,1,14,43.8
"2025-05-15","Washington Nationals",45,1,0,33,0,14,42.4
"2025-05-16","Washington Nationals",46,0,0,33,0,14,42.4
"2025-05-17","Washington Nationals",47,0,0,33,0,14,42.4
"2025-05-18","Washington Nationals",48,0,0,33,0,14,42.4
