pitches,playerid,player_name,game_date,game_pk,total_pitches,pitch_percent,season
50,675627,"Grove, Michael",4/5/2024,746897,50,100,2024
50,600986,"Vieira, Thyago",4/7/2024,746003,50,100,2024
49,663687,"Harris, Hogan",5/16/2024,746391,49,100,2024
49,607259,"Martinez, Nick",5/9/2024,746715,49,100,2024
49,694363,"Shuster, Jared",5/23/2024,746792,49,100,2024
49,641745,"Keller, Brad",5/12/2024,746798,49,100,2024
49,675921,"Howard, Spencer",5/28/2024,745337,49,100,2024
49,606965,"Devenski, Chris",4/6/2024,746575,49,100,2024
49,682847,"Ortiz, Luis L.",5/29/2024,746467,49,100,2024
49,570632,"Ureña, José",4/8/2024,745034,49,100,2024
49,663531,"Allen, Logan",5/14/2024,747205,49,100,2024
49,642546,"Hernández, Jonathan",5/22/2024,745576,49,100,2024
48,600986,"Vieira, Thyago",4/27/2024,745998,48,100,2024
48,641312,"Anderson, Shaun",5/17/2024,745016,48,100,2024
48,669387,"Mlodzinski, Carmen",5/17/2024,746878,48,100,2024
48,682847,"Ortiz, Luis L.",5/15/2024,745992,48,100,2024
48,660896,"Alcala, Jorge",5/7/2024,745915,48,100,2024
48,678495,"Rodríguez, Randy",5/4/2024,745583,48,100,2024
48,543859,"Tonkin, Michael",4/12/2024,746491,48,100,2024
48,694037,"Palencia, Daniel",4/7/2024,746895,48,100,2024
48,694037,"Palencia, Daniel",4/10/2024,745429,48,100,2024
48,592288,"Emanuel, Kent",4/27/2024,746075,48,100,2024
48,620982,"Pinto, Ricardo",4/14/2024,745595,48,100,2024
48,660761,"Suarez, José",4/14/2024,746975,48,100,2024
48,666205,"Muller, Kyle",5/24/2024,745663,48,100,2024
48,543859,"Tonkin, Michael",5/19/2024,745745,48,100,2024
47,669461,"Liberatore, Matthew",3/30/2024,746168,47,100,2024
47,694363,"Shuster, Jared",5/6/2024,745098,47,100,2024
47,669952,"White, Mitch",3/31/2024,745115,47,100,2024
47,621199,"Bowman, Matt",5/17/2024,747201,47,100,2024
47,666720,"Rodríguez, Yerry",5/22/2024,745576,47,100,2024
47,596133,"Weaver, Luke",4/6/2024,745766,47,100,2024
47,678692,"Henriquez, Ronny",4/22/2024,745916,47,100,2024
47,670970,"Morejon, Adrian",4/27/2024,745425,47,100,2024
47,668868,"Thompson, Zack",4/10/2024,745196,47,100,2024
46,670102,"Francis, Bowden",4/13/2024,744953,46,100,2024
46,669169,"Heasley, Jonathan",4/12/2024,747055,46,100,2024
46,621389,"Blach, Ty",5/7/2024,746559,46,100,2024
46,663568,"Kolek, Stephen",4/9/2024,745433,46,100,2024
46,621199,"Bowman, Matt",4/15/2024,747053,46,100,2024
46,445926,"Chavez, Jesse",3/30/2024,745599,46,100,2024
46,676083,"Junk, Janson",4/28/2024,746001,46,100,2024
46,592767,"Smyly, Drew",4/5/2024,746897,46,100,2024
46,663562,"Davis, Noah",4/21/2024,746572,46,100,2024
46,543294,"Hendricks, Kyle",5/29/2024,745988,46,100,2024
46,680767,"Vodnik, Victor",3/28/2024,747224,46,100,2024
46,678495,"Rodríguez, Randy",5/9/2024,746563,46,100,2024
45,666205,"Muller, Kyle",4/13/2024,745676,45,100,2024
45,600986,"Vieira, Thyago",4/15/2024,746002,45,100,2024
45,694363,"Shuster, Jared",4/8/2024,746654,45,100,2024
45,694738,"Roupp, Landen",4/30/2024,746968,45,100,2024
45,598286,"Ramirez, Nick",5/16/2024,746150,45,100,2024
45,643361,"Herget, Kevin",5/10/2024,745993,45,100,2024
45,621389,"Blach, Ty",5/2/2024,746070,45,100,2024
45,657585,"Garrett, Reed",4/4/2024,745843,45,100,2024
45,666277,"Soriano, George",5/7/2024,746147,45,100,2024
45,658648,"Avila, Pedro",4/24/2024,746649,45,100,2024
45,672710,"Contreras, Roansy",5/7/2024,745508,45,100,2024
45,674285,"Salazar, Eduardo",5/15/2024,745341,45,100,2024
45,621383,"Banks, Tanner",4/14/2024,746810,45,100,2024
45,682847,"Ortiz, Luis L.",5/21/2024,745503,45,100,2024
44,605288,"Houser, Adrian",5/26/2024,745824,44,100,2024
44,547184,"Kelly, Michael",3/28/2024,745687,44,100,2024
44,666214,"Wentz, Joey",4/6/2024,746498,44,100,2024
44,642232,"Yarbrough, Ryan",3/28/2024,746165,44,100,2024
44,666720,"Rodríguez, Yerry",5/14/2024,745014,44,100,2024
44,686826,"Jarvis, Bryce",4/10/2024,746573,44,100,2024
44,666205,"Muller, Kyle",4/28/2024,747045,44,100,2024
44,642546,"Hernández, Jonathan",5/31/2024,746059,44,100,2024
44,656412,"Faedo, Alex",4/30/2024,746481,44,100,2024
44,676962,"Brown, Ben",3/30/2024,745037,44,100,2024
43,621016,"Cuas, Jose",5/22/2024,746876,43,100,2024
43,701643,"Hartwig, Grant",4/21/2024,746154,43,100,2024
43,669713,"Wesneski, Hayden",4/17/2024,747212,43,100,2024
43,683627,"Molina, Anthony",4/20/2024,746570,43,100,2024
43,642121,"Sulser, Cole",4/13/2024,745839,43,100,2024
43,669711,"Weissert, Greg",5/13/2024,746961,43,100,2024
43,657649,"Koenig, Jared",5/20/2024,746066,43,100,2024
43,694738,"Roupp, Landen",4/2/2024,746169,43,100,2024
43,683822,"Uwasawa, Naoyuki",5/3/2024,745914,43,100,2024
43,667755,"Soriano, José",4/5/2024,746249,43,100,2024
43,544150,"Suárez, Albert",5/12/2024,747042,43,100,2024
43,656924,"Ryan, Ryder",4/21/2024,745514,43,100,2024
43,687765,"Spence, Mitch",4/26/2024,747050,43,100,2024
43,681676,"Fernandez, Ryan",4/14/2024,747216,43,100,2024
43,541640,"Ramírez, Erasmo",5/1/2024,745996,43,100,2024
43,541640,"Ramírez, Erasmo",4/26/2024,746808,43,100,2024
42,642546,"Hernández, Jonathan",5/7/2024,745668,42,100,2024
42,663567,"Lambert, Peter",4/1/2024,746899,42,100,2024
42,677161,"Kelly, Zack",5/25/2024,746958,42,100,2024
42,683232,"Mears, Nick",5/18/2024,745339,42,100,2024
42,666214,"Wentz, Joey",4/13/2024,746490,42,100,2024
42,666745,"Brito, Jhony",5/29/2024,745414,42,100,2024
42,672552,"O'Loughlin, Jack",5/26/2024,745653,42,100,2024
42,676962,"Brown, Ben",5/19/2024,746880,42,100,2024
42,656232,"Bielak, Brandon",5/17/2024,746310,42,100,2024
42,681517,"Leahy, Kyle",5/10/2024,745993,42,100,2024
42,683627,"Molina, Anthony",4/24/2024,746567,42,100,2024
42,669060,"Wilson, Bryse",4/10/2024,746728,42,100,2024
42,605155,"Brewer, Colten",4/27/2024,746971,42,100,2024
42,661527,"Martinez, Seth",4/23/2024,746888,42,100,2024
42,666745,"Brito, Jhony",5/5/2024,747206,42,100,2024
42,607259,"Martinez, Nick",4/20/2024,746726,42,100,2024
42,689225,"Brieske, Beau",5/24/2024,746475,42,100,2024
42,570632,"Ureña, José",4/18/2024,746485,42,100,2024
42,681892,"Funderburk, Kody",5/5/2024,745913,42,100,2024
42,621097,"Waguespack, Jacob",4/5/2024,746576,42,100,2024
41,669952,"White, Mitch",4/12/2024,744954,41,100,2024
41,672710,"Contreras, Roansy",4/29/2024,745672,41,100,2024
41,596133,"Weaver, Luke",5/25/2024,745411,41,100,2024
41,679885,"Martinez, Justin",5/3/2024,747208,41,100,2024
41,571760,"Heaney, Andrew",5/28/2024,745017,41,100,2024
41,670174,"Winckowski, Josh",3/29/2024,745276,41,100,2024
41,670990,"Ramírez, Yohan",3/31/2024,745845,41,100,2024
41,681676,"Fernandez, Ryan",4/7/2024,745198,41,100,2024
41,678495,"Rodríguez, Randy",5/14/2024,745342,41,100,2024
41,570632,"Ureña, José",3/31/2024,745035,41,100,2024
41,669211,"Akin, Keegan",5/25/2024,746794,41,100,2024
41,663531,"Allen, Logan",4/29/2024,747211,41,100,2024
41,543351,"Jackson, Jay",4/23/2024,745917,41,100,2024
41,606965,"Devenski, Chris",4/1/2024,745109,41,100,2024
41,605288,"Houser, Adrian",5/15/2024,745582,41,100,2024
41,681869,"Dubin, Shawn",4/16/2024,746400,41,100,2024
41,669952,"White, Mitch",5/19/2024,746392,41,100,2024
41,660761,"Suarez, José",4/27/2024,746245,41,100,2024
41,686826,"Jarvis, Bryce",4/30/2024,747210,41,100,2024
41,660761,"Suarez, José",5/3/2024,746645,41,100,2024
40,658648,"Avila, Pedro",5/18/2024,746642,40,100,2024
40,502624,"Anderson, Chase",4/1/2024,745675,40,100,2024
40,681882,"Selby, Colin",5/4/2024,746311,40,100,2024
40,666745,"Brito, Jhony",5/11/2024,745422,40,100,2024
40,682847,"Ortiz, Luis L.",4/20/2024,745515,40,100,2024
40,642048,"Saucedo, Tayler",4/7/2024,746003,40,100,2024
40,663432,"Rainey, Tanner",4/1/2024,744875,40,100,2024
40,608718,"Suter, Brent",4/13/2024,746811,40,100,2024
40,621097,"Waguespack, Jacob",3/31/2024,745115,40,100,2024
40,670810,"Gillaspie, Logan",5/20/2024,747119,40,100,2024
40,571656,"Farmer, Buck",4/15/2024,745268,40,100,2024
40,676596,"Fleming, Josh",5/13/2024,745991,40,100,2024
40,677020,"Walker, Josh",5/17/2024,746065,40,100,2024
40,664776,"Cousins, Jake",4/2/2024,747220,40,100,2024
40,675627,"Grove, Michael",3/21/2024,746175,40,100,2024
40,669422,"Sauer, Matt",4/11/2024,746322,40,100,2024
40,672582,"Zerpa, Angel",4/24/2024,746317,40,100,2024
40,670970,"Morejon, Adrian",5/13/2024,745420,40,100,2024
39,687922,"Lucas, Easton",5/13/2024,746393,39,100,2024
39,681869,"Dubin, Shawn",5/16/2024,746391,39,100,2024
39,656945,"Scott, Tanner",5/12/2024,746068,39,100,2024
39,656232,"Bielak, Brandon",4/21/2024,744866,39,100,2024
39,681892,"Funderburk, Kody",4/4/2024,745928,39,100,2024
39,701643,"Hartwig, Grant",5/17/2024,746065,39,100,2024
39,543859,"Tonkin, Michael",5/22/2024,745743,39,100,2024
39,678906,"Teng, Kai-Wei",4/14/2024,745113,39,100,2024
39,687798,"Robertson, Nick",4/30/2024,746481,39,100,2024
39,656629,"Kopech, Michael",4/2/2024,746814,39,100,2024
39,664079,"Jay, Tyler",4/11/2024,747137,39,100,2024
39,689147,"Kerkering, Orion",4/25/2024,746724,39,100,2024
39,687798,"Robertson, Nick",5/15/2024,746231,39,100,2024
39,542585,"Cisnero, José",4/21/2024,746727,39,100,2024
39,666208,"Speas, Alex",5/31/2024,746387,39,100,2024
39,663878,"Pearson, Nate",4/6/2024,745766,39,100,2024
39,670219,"Kristofak, Zac",4/28/2024,746237,39,100,2024
39,642546,"Hernández, Jonathan",5/14/2024,745014,39,100,2024
39,660896,"Alcala, Jorge",4/2/2024,746009,39,100,2024
39,678061,"Kerr, Ray",5/15/2024,747123,39,100,2024
39,694738,"Roupp, Landen",4/19/2024,745352,39,100,2024
39,663542,"Hudson, Bryan",5/8/2024,746312,39,100,2024
38,676083,"Junk, Janson",5/5/2024,746883,38,100,2024
38,543351,"Jackson, Jay",4/16/2024,747051,38,100,2024
38,660896,"Alcala, Jorge",5/26/2024,745902,38,100,2024
38,624522,"Thompson, Keegan",5/11/2024,745505,38,100,2024
38,669461,"Liberatore, Matthew",4/28/2024,745834,38,100,2024
38,666205,"Muller, Kyle",4/19/2024,746650,38,100,2024
38,647336,"Soroka, Michael",5/31/2024,745983,38,100,2024
38,605155,"Brewer, Colten",4/30/2024,745831,38,100,2024
38,681892,"Funderburk, Kody",4/27/2024,746245,38,100,2024
38,681892,"Funderburk, Kody",5/18/2024,746642,38,100,2024
38,642232,"Yarbrough, Ryan",3/21/2024,746175,38,100,2024
38,687014,"Avila, Nick",4/1/2024,746170,38,100,2024
38,596133,"Weaver, Luke",5/4/2024,745750,38,100,2024
38,608718,"Suter, Brent",4/27/2024,745020,38,100,2024
38,669276,"Lee, Dylan",5/4/2024,746155,38,100,2024
38,660761,"Suarez, José",5/30/2024,746225,38,100,2024
38,608718,"Suter, Brent",5/5/2024,746719,38,100,2024
38,543859,"Tonkin, Michael",4/21/2024,746154,38,100,2024
38,693312,"Nicolas, Kyle",5/14/2024,745989,38,100,2024
38,676962,"Brown, Ben",5/10/2024,745506,38,100,2024
38,694363,"Shuster, Jared",5/31/2024,745983,38,100,2024
38,694363,"Shuster, Jared",5/27/2024,746788,38,100,2024
38,656412,"Faedo, Alex",4/1/2024,745842,38,100,2024
37,670223,"Mervis, Matt",4/27/2024,746971,37,100,2024
37,641401,"Brogdon, Connor",4/1/2024,745600,37,100,2024
37,666818,"Frías, Luis",4/8/2024,746569,37,100,2024
37,663546,"Hjelle, Sean",4/24/2024,745346,37,100,2024
37,666214,"Wentz, Joey",5/29/2024,746468,37,100,2024
37,669276,"Lee, Dylan",4/6/2024,747140,37,100,2024
37,687014,"Avila, Nick",5/14/2024,745342,37,100,2024
37,621199,"Bowman, Matt",5/12/2024,747042,37,100,2024
37,572143,"Smith, Burch",3/29/2024,746091,37,100,2024
37,642701,"Santana, Dennis",4/5/2024,745764,37,100,2024
37,640451,"Harvey, Hunter",4/23/2024,744863,37,100,2024
37,592767,"Smyly, Drew",5/26/2024,745172,37,100,2024
37,670950,"Richards, Trevor",5/26/2024,746469,37,100,2024
37,686539,"Cronin, Declan",4/27/2024,746075,37,100,2024
37,670950,"Richards, Trevor",5/29/2024,746790,37,100,2024
37,600986,"Vieira, Thyago",5/19/2024,746392,37,100,2024
37,680911,"Miller, Owen",4/27/2024,745998,37,100,2024
37,608648,"Duffey, Tyler",4/22/2024,746319,37,100,2024
37,657649,"Koenig, Jared",5/29/2024,745988,37,100,2024
37,669212,"Morgan, Eli",5/29/2024,746551,37,100,2024
37,571948,"Milner, Hoby",5/25/2024,746958,37,100,2024
37,663542,"Hudson, Bryan",3/31/2024,745845,37,100,2024
37,669422,"Sauer, Matt",4/29/2024,744945,37,100,2024
37,664849,"Young, Danny",5/3/2024,745101,37,100,2024
37,664875,"Lawrence, Justin",5/13/2024,745420,37,100,2024
37,621016,"Cuas, Jose",4/2/2024,746898,37,100,2024
37,666214,"Wentz, Joey",4/8/2024,745520,37,100,2024
37,572143,"Smith, Burch",5/11/2024,746069,37,100,2024
37,680767,"Vodnik, Victor",5/4/2024,745511,37,100,2024
37,606160,"Montero, Rafael",4/15/2024,746406,37,100,2024
37,676534,"Faucher, Calvin",4/20/2024,746893,37,100,2024
37,669387,"Mlodzinski, Carmen",5/22/2024,745502,37,100,2024
36,672335,"Pérez, Cionel",5/20/2024,745181,36,100,2024
36,686826,"Jarvis, Bryce",4/15/2024,747213,36,100,2024
36,675627,"Grove, Michael",4/17/2024,746159,36,100,2024
36,656924,"Ryan, Ryder",4/1/2024,744875,36,100,2024
36,608723,"Voth, Austin",4/24/2024,745028,36,100,2024
36,688297,"Roycroft, Chris",5/19/2024,745179,36,100,2024
36,663947,"Holton, Tyler",5/21/2024,746309,36,100,2024
36,669387,"Mlodzinski, Carmen",5/31/2024,744928,36,100,2024
36,676702,"Stratton, Hunter",5/3/2024,745510,36,100,2024
36,687765,"Spence, Mitch",4/16/2024,745674,36,100,2024
36,620982,"Pinto, Ricardo",4/12/2024,745596,36,100,2024
36,624522,"Thompson, Keegan",4/19/2024,746892,36,100,2024
36,596133,"Weaver, Luke",4/10/2024,745763,36,100,2024
36,621381,"Strahm, Matt",4/13/2024,745594,36,100,2024
36,612434,"Castro, Miguel",4/20/2024,745354,36,100,2024
36,571882,"Law, Derek",4/1/2024,744875,36,100,2024
36,687765,"Spence, Mitch",4/9/2024,745030,36,100,2024
36,678906,"Teng, Kai-Wei",4/19/2024,745352,36,100,2024
36,547184,"Kelly, Michael",5/5/2024,745667,36,100,2024
36,665625,"Peguero, Elvis",4/9/2024,746732,36,100,2024
36,694738,"Roupp, Landen",4/24/2024,745346,36,100,2024
36,670970,"Morejon, Adrian",4/23/2024,746566,36,100,2024
36,656638,"Lange, Alex",4/13/2024,746489,36,100,2024
36,669060,"Wilson, Bryse",4/6/2024,746006,36,100,2024
36,608718,"Suter, Brent",4/7/2024,746734,36,100,2024
36,666163,"Rortvedt, Ben",4/13/2024,745110,36,100,2024
36,608371,"Sims, Lucas",4/17/2024,745267,36,100,2024
36,571882,"Law, Derek",4/8/2024,745363,36,100,2024
36,679885,"Martinez, Justin",5/30/2024,745819,36,100,2024
36,624522,"Thompson, Keegan",4/26/2024,746972,36,100,2024
36,672710,"Contreras, Roansy",4/1/2024,744875,36,100,2024
36,600917,"Leclerc, José",4/15/2024,746488,36,100,2024
35,666205,"Muller, Kyle",4/24/2024,745753,35,100,2024
35,608334,"Fulmer, Carson",4/24/2024,746244,35,100,2024
35,670970,"Morejon, Adrian",5/21/2024,746716,35,100,2024
35,665620,"García, Deivi",4/24/2024,745919,35,100,2024
35,669062,"Miller, Erik",3/30/2024,745436,35,100,2024
35,663485,"Sands, Cole",4/9/2024,745924,35,100,2024
35,595881,"Beede, Tyler",5/2/2024,746403,35,100,2024
35,695243,"Miller, Mason",4/6/2024,746498,35,100,2024
35,663485,"Sands, Cole",4/28/2024,746237,35,100,2024
35,663531,"Allen, Logan",5/17/2024,747201,35,100,2024
35,518585,"Cruz, Fernando",4/5/2024,746733,35,100,2024
35,658648,"Avila, Pedro",3/31/2024,745438,35,100,2024
35,663432,"Rainey, Tanner",4/30/2024,745018,35,100,2024
35,681982,"Anderson, Grant",5/17/2024,745016,35,100,2024
35,608334,"Fulmer, Carson",5/4/2024,746644,35,100,2024
35,502624,"Anderson, Chase",5/4/2024,745911,35,100,2024
35,670990,"Ramírez, Yohan",4/13/2024,747054,35,100,2024
35,687014,"Avila, Nick",5/24/2024,745822,35,100,2024
35,679885,"Martinez, Justin",4/19/2024,745352,35,100,2024
35,660825,"Bazardo, Eduard",5/9/2024,745910,35,100,2024
35,667463,"King, John",5/5/2024,745185,35,100,2024
35,682847,"Ortiz, Luis L.",5/12/2024,745499,35,100,2024
35,543351,"Jackson, Jay",5/5/2024,745913,35,100,2024
35,664208,"Maton, Phil",4/15/2024,745106,35,100,2024
35,542888,"Armstrong, Shawn",5/5/2024,745103,35,100,2024
35,663542,"Hudson, Bryan",4/21/2024,745192,35,100,2024
35,686826,"Jarvis, Bryce",5/4/2024,747209,35,100,2024
35,669276,"Lee, Dylan",4/11/2024,747137,35,100,2024
35,641149,"Parsons, Wes",4/13/2024,746658,35,100,2024
35,541640,"Ramírez, Erasmo",4/21/2024,745759,35,100,2024
35,493603,"Ottavino, Adam",5/4/2024,745100,35,100,2024
35,663893,"Little, Brendon",4/26/2024,744949,35,100,2024
35,571539,"Carasiti, Matt",5/28/2024,746552,35,100,2024
35,658648,"Avila, Pedro",4/26/2024,747129,35,100,2024
35,621383,"Banks, Tanner",5/22/2024,744933,35,100,2024
35,607481,"Bummer, Aaron",4/28/2024,747125,35,100,2024
35,666214,"Wentz, Joey",4/4/2024,745844,35,100,2024
35,621199,"Bowman, Matt",4/26/2024,746243,35,100,2024
34,606965,"Devenski, Chris",3/29/2024,745117,34,100,2024
34,663568,"Kolek, Stephen",4/1/2024,745437,34,100,2024
34,472610,"García, Luis",4/28/2024,746237,34,100,2024
34,659275,"Lamet, Dinelson",4/1/2024,746170,34,100,2024
34,663567,"Lambert, Peter",5/18/2024,745339,34,100,2024
34,686539,"Cronin, Declan",4/30/2024,746073,34,100,2024
34,681432,"Little, Luke",4/27/2024,746971,34,100,2024
34,673380,"Núñez, Dedniel",5/28/2024,745816,34,100,2024
34,608718,"Suter, Brent",4/16/2024,745270,34,100,2024
34,543351,"Jackson, Jay",5/18/2024,746642,34,100,2024
34,669165,"Hurt, Kyle",3/30/2024,746168,34,100,2024
34,667755,"Soriano, José",3/31/2024,747062,34,100,2024
34,656234,"Bird, Jake",3/29/2024,747223,34,100,2024
34,606965,"Devenski, Chris",4/22/2024,745107,34,100,2024
34,657585,"Garrett, Reed",4/8/2024,747142,34,100,2024
34,663531,"Allen, Logan",4/23/2024,745193,34,100,2024
34,682847,"Ortiz, Luis L.",4/28/2024,745349,34,100,2024
34,669211,"Akin, Keegan",5/21/2024,745180,34,100,2024
34,656412,"Faedo, Alex",4/7/2024,746493,34,100,2024
34,657585,"Garrett, Reed",5/19/2024,746064,34,100,2024
34,672710,"Contreras, Roansy",4/24/2024,745513,34,100,2024
34,605280,"Holmes, Clay",5/10/2024,745094,34,100,2024
34,677161,"Kelly, Zack",5/5/2024,745913,34,100,2024
34,595881,"Beede, Tyler",4/26/2024,747129,34,100,2024
34,686580,"Slaten, Justin",4/14/2024,746975,34,100,2024
34,670990,"Ramírez, Yohan",5/21/2024,746145,34,100,2024
34,571946,"Miller, Shelby",4/4/2024,745844,34,100,2024
34,681892,"Funderburk, Kody",3/31/2024,746332,34,100,2024
34,657585,"Garrett, Reed",4/24/2024,745346,34,100,2024
34,668941,"Romero, JoJo",4/9/2024,745195,34,100,2024
34,656945,"Scott, Tanner",4/10/2024,745763,34,100,2024
34,686730,"Spiers, Carson",5/18/2024,746142,34,100,2024
34,519043,"Moore, Matt",5/15/2024,746231,34,100,2024
34,502085,"Robertson, David",5/8/2024,745659,34,100,2024
34,664350,"Sánchez, Sixto",3/30/2024,746087,34,100,2024
34,666214,"Wentz, Joey",5/6/2024,746639,34,100,2024
34,571670,"Floro, Dylan",5/5/2024,744861,34,100,2024
34,669711,"Weissert, Greg",5/19/2024,745179,34,100,2024
34,686580,"Slaten, Justin",4/21/2024,745514,34,100,2024
34,669093,"Estrada, Jeremiah",4/26/2024,745424,34,100,2024
34,572143,"Smith, Burch",4/3/2024,746083,34,100,2024
34,671922,"Smith, Cade",3/30/2024,745684,34,100,2024
34,666720,"Rodríguez, Yerry",3/31/2024,745035,34,100,2024
34,676680,"Cosgrove, Tom",4/26/2024,745424,34,100,2024
